Hgt_km	Lat	LonW	Temp_K	 Pres_Pa	Dens_kgm3	Uwind	Vwind
20.238	-10.3	195.5	77.08	4.91E+04	2.15E+00	4.09	0
20.271	-10.3	195.5	77.05	4.90E+04	2.15E+00	3.95	0
20.304	-10.3	195.5	77.03	4.89E+04	2.15E+00	3.83	0
20.336	-10.3	195.5	77.02	4.88E+04	2.14E+00	4.03	0
20.369	-10.3	195.5	76.99	4.87E+04	2.14E+00	4.1	0
20.401	-10.3	195.5	76.96	4.86E+04	2.14E+00	3.78	0
20.434	-10.3	195.5	76.94	4.85E+04	2.13E+00	3.96	0
20.467	-10.3	195.5	76.93	4.84E+04	2.13E+00	4.01	0
20.499	-10.3	195.5	76.88	4.83E+04	2.13E+00	4.14	0
20.532	-10.3	195.5	76.86	4.82E+04	2.12E+00	4.13	0
20.605	-10.3	195.5	76.81	4.80E+04	2.12E+00	4.09	0
20.638	-10.3	195.5	76.8	4.79E+04	2.11E+00	4.29	0
20.671	-10.3	195.5	76.77	4.78E+04	2.11E+00	3.94	0
20.705	-10.3	195.5	76.73	4.77E+04	2.10E+00	3.98	0
20.738	-10.3	195.5	76.71	4.76E+04	2.10E+00	3.88	0
20.771	-10.3	195.5	76.7	4.76E+04	2.10E+00	4	0
20.805	-10.3	195.5	76.69	4.75E+04	2.09E+00	4.2	0
20.838	-10.3	195.5	76.68	4.74E+04	2.09E+00	4.13	0
20.871	-10.3	195.5	76.66	4.73E+04	2.09E+00	4.31	0
20.905	-10.3	195.5	76.64	4.72E+04	2.08E+00	4.29	0
20.938	-10.3	195.5	76.63	4.71E+04	2.08E+00	4.19	0
20.971	-10.3	195.5	76.6	4.70E+04	2.07E+00	4.22	0
21.005	-10.3	195.5	76.6	4.69E+04	2.07E+00	4.26	0
21.038	-10.3	195.5	76.59	4.68E+04	2.07E+00	4.29	0
21.071	-10.3	195.5	76.57	4.67E+04	2.06E+00	4.32	0
21.105	-10.3	195.5	76.56	4.66E+04	2.06E+00	4.35	0
21.138	-10.3	195.5	76.54	4.65E+04	2.06E+00	4.38	0
21.172	-10.3	195.5	76.54	4.64E+04	2.05E+00	4.41	0
21.244	-10.3	195.5	76.52	4.62E+04	2.04E+00	4.48	0
21.277	-10.3	195.5	76.52	4.61E+04	2.04E+00	4.51	0
21.311	-10.3	195.5	76.52	4.60E+04	2.04E+00	4.54	0
21.344	-10.3	195.5	76.5	4.60E+04	2.03E+00	4.57	0
21.378	-10.3	195.5	76.46	4.59E+04	2.03E+00	4.6	0
21.412	-10.3	195.5	76.44	4.58E+04	2.03E+00	4.64	0
21.446	-10.3	195.5	76.43	4.57E+04	2.02E+00	4.67	0
21.479	-10.3	195.5	76.4	4.56E+04	2.02E+00	4.7	0
21.513	-10.3	195.5	76.37	4.55E+04	2.02E+00	4.73	0
21.547	-10.3	195.5	76.35	4.54E+04	2.01E+00	4.76	0
21.581	-10.3	195.5	76.32	4.53E+04	2.01E+00	4.79	0
21.615	-10.3	195.5	76.3	4.52E+04	2.01E+00	4.83	0
21.649	-10.3	195.5	76.28	4.51E+04	2.00E+00	4.86	0
21.683	-10.3	195.5	76.25	4.51E+04	2.00E+00	4.92	0
21.717	-10.3	195.5	76.23	4.50E+04	2.00E+00	4.96	0
21.752	-10.3	195.5	76.21	4.49E+04	1.99E+00	4.93	0
21.786	-10.3	195.5	76.19	4.48E+04	1.99E+00	5.11	0
21.820	-10.3	195.5	76.16	4.47E+04	1.98E+00	5.3	0
21.854	-10.3	195.5	76.15	4.46E+04	1.98E+00	5.11	0
21.888	-10.3	195.5	76.13	4.45E+04	1.98E+00	4.73	0
21.922	-10.3	195.5	76.1	4.44E+04	1.97E+00	4.99	0
21.956	-10.3	195.5	76.07	4.43E+04	1.97E+00	5.24	0
21.990	-10.3	195.5	76.04	4.42E+04	1.97E+00	5.25	0
22.024	-10.3	195.5	76.02	4.41E+04	1.97E+00	5.23	0
22.058	-10.3	195.5	75.99	4.41E+04	1.96E+00	4.92	0
22.092	-10.3	195.5	75.96	4.40E+04	1.96E+00	4.93	0
22.126	-10.3	195.5	75.93	4.39E+04	1.95E+00	4.99	0
22.201	-10.3	195.5	75.9	4.37E+04	1.95E+00	5.37	0
22.236	-10.3	195.5	75.89	4.36E+04	1.94E+00	5.28	0
22.271	-10.3	195.5	75.86	4.35E+04	1.94E+00	5.32	0
22.305	-10.3	195.5	75.85	4.34E+04	1.94E+00	5.3	0
22.340	-10.3	195.5	75.86	4.33E+04	1.93E+00	5.29	0
22.375	-10.3	195.5	75.83	4.32E+04	1.93E+00	5.28	0
22.410	-10.3	195.5	75.8	4.31E+04	1.93E+00	5.27	0
22.444	-10.3	195.5	75.77	4.31E+04	1.92E+00	5.26	0
22.479	-10.3	195.5	75.74	4.30E+04	1.92E+00	5.24	0
22.514	-10.3	195.5	75.71	4.29E+04	1.92E+00	5.23	0
22.549	-10.3	195.5	75.68	4.28E+04	1.91E+00	5.22	0
22.584	-10.3	195.5	75.66	4.27E+04	1.91E+00	5.2	0
22.618	-10.3	195.5	75.63	4.26E+04	1.91E+00	5.19	0
22.653	-10.3	195.5	75.61	4.25E+04	1.90E+00	5.18	0
22.688	-10.3	195.5	75.59	4.24E+04	1.90E+00	5.17	0
22.723	-10.3	195.5	75.55	4.24E+04	1.90E+00	5.16	0
22.758	-10.3	195.5	75.53	4.23E+04	1.89E+00	5.14	0
22.793	-10.3	195.5	75.51	4.22E+04	1.89E+00	5.13	0
22.867	-10.3	195.5	75.47	4.20E+04	1.88E+00	5.1	0
22.902	-10.3	195.5	75.44	4.19E+04	1.88E+00	5.19	0
22.937	-10.3	195.5	75.41	4.18E+04	1.88E+00	5.5	0
22.972	-10.3	195.5	75.38	4.17E+04	1.87E+00	5.31	0
23.007	-10.3	195.5	75.36	4.16E+04	1.87E+00	5.34	0
23.042	-10.3	195.5	75.35	4.16E+04	1.87E+00	5.09	0
23.077	-10.3	195.5	75.32	4.15E+04	1.86E+00	5.31	0
23.113	-10.3	195.5	75.3	4.14E+04	1.86E+00	5.24	0
23.148	-10.3	195.5	75.31	4.13E+04	1.85E+00	4.91	0
23.183	-10.3	195.5	75.29	4.12E+04	1.85E+00	5.37	0
23.219	-10.3	195.5	75.31	4.11E+04	1.84E+00	5.55	0
23.254	-10.3	195.5	75.3	4.10E+04	1.84E+00	5.93	0
23.290	-10.3	195.5	75.29	4.09E+04	1.84E+00	5.88	0
23.325	-10.3	195.5	75.3	4.09E+04	1.83E+00	5.44	0
23.361	-10.3	195.5	75.3	4.08E+04	1.83E+00	5.59	0
23.397	-10.3	195.5	75.29	4.07E+04	1.83E+00	5.73	0
23.432	-10.3	195.5	75.3	4.06E+04	1.82E+00	5.89	0
23.468	-10.3	195.5	75.29	4.05E+04	1.82E+00	6.09	0
23.504	-10.3	195.5	75.28	4.04E+04	1.81E+00	6.32	0
23.539	-10.3	195.5	75.25	4.03E+04	1.81E+00	6.21	0
23.574	-10.3	195.5	75.23	4.03E+04	1.81E+00	6.07	0
23.610	-10.3	195.5	75.2	4.02E+04	1.81E+00	6.19	0
23.645	-10.3	195.5	75.18	4.01E+04	1.80E+00	5.97	0
23.681	-10.3	195.5	75.15	4.00E+04	1.80E+00	5.95	0
23.716	-10.3	195.5	75.13	3.99E+04	1.79E+00	5.99	0
23.752	-10.3	195.5	75.12	3.98E+04	1.79E+00	6.03	0
23.787	-10.3	195.5	75.11	3.97E+04	1.79E+00	6.07	0
23.866	-10.3	195.5	75.07	3.96E+04	1.78E+00	6.15	0
23.903	-10.3	195.5	75.05	3.95E+04	1.78E+00	6.2	0
23.939	-10.3	195.5	75.04	3.94E+04	1.77E+00	6.24	0
23.975	-10.3	195.5	75.01	3.93E+04	1.77E+00	6.28	0
24.011	-10.3	195.5	74.98	3.92E+04	1.77E+00	6.32	0
24.047	-10.3	195.5	74.95	3.91E+04	1.76E+00	6.36	0
24.083	-10.3	195.5	74.96	3.91E+04	1.76E+00	6.4	0
24.120	-10.3	195.5	74.95	3.90E+04	1.76E+00	6.44	0
24.156	-10.3	195.5	74.91	3.89E+04	1.75E+00	6.48	0
24.192	-10.3	195.5	74.9	3.88E+04	1.75E+00	6.52	0
24.229	-10.3	195.5	74.88	3.87E+04	1.75E+00	6.57	0
24.265	-10.3	195.5	74.84	3.86E+04	1.74E+00	6.61	0
24.301	-10.3	195.5	74.82	3.85E+04	1.74E+00	6.67	0
24.338	-10.3	195.5	74.81	3.84E+04	1.74E+00	6.34	0
24.374	-10.3	195.5	74.8	3.84E+04	1.73E+00	6.24	0
24.411	-10.3	195.5	74.78	3.83E+04	1.73E+00	6.24	0
24.447	-10.3	195.5	74.76	3.82E+04	1.73E+00	6.29	0
24.484	-10.3	195.5	74.74	3.81E+04	1.72E+00	6.3	0
24.563	-10.3	195.5	74.72	3.79E+04	1.71E+00	5.85	0
24.599	-10.3	195.5	74.7	3.79E+04	1.71E+00	5.81	0
24.636	-10.3	195.5	74.68	3.78E+04	1.71E+00	6.15	0
24.672	-10.3	195.5	74.65	3.77E+04	1.70E+00	5.76	0
24.709	-10.3	195.5	74.63	3.76E+04	1.70E+00	5.9	0
24.746	-10.3	195.5	74.6	3.75E+04	1.70E+00	6.06	0
24.783	-10.3	195.5	74.58	3.74E+04	1.70E+00	6.15	0
24.820	-10.3	195.5	74.56	3.74E+04	1.69E+00	6.09	0
24.856	-10.3	195.5	74.53	3.73E+04	1.69E+00	6.14	0
24.893	-10.3	195.5	74.5	3.72E+04	1.69E+00	6.21	0
24.931	-10.3	195.5	74.48	3.71E+04	1.68E+00	6.09	0
24.968	-10.3	195.5	74.46	3.70E+04	1.68E+00	6.05	0
25.005	-10.3	195.5	74.42	3.69E+04	1.68E+00	6.36	0
25.042	-10.3	195.5	74.39	3.69E+04	1.67E+00	6.29	0
25.079	-10.3	195.5	74.37	3.68E+04	1.67E+00	6.24	0
25.117	-10.3	195.5	74.34	3.67E+04	1.67E+00	6.22	0
25.154	-10.3	195.5	74.33	3.66E+04	1.66E+00	6.24	0
25.191	-10.3	195.5	74.32	3.65E+04	1.66E+00	6.27	0
25.228	-10.3	195.5	74.3	3.64E+04	1.66E+00	6.29	0
25.265	-10.3	195.5	74.28	3.64E+04	1.65E+00	6.32	0
25.302	-10.3	195.5	74.25	3.63E+04	1.65E+00	6.34	0
25.339	-10.3	195.5	74.25	3.62E+04	1.65E+00	6.36	0
25.376	-10.3	195.5	74.24	3.61E+04	1.64E+00	6.39	0
25.413	-10.3	195.5	74.21	3.60E+04	1.64E+00	6.41	0
25.450	-10.3	195.5	74.18	3.60E+04	1.64E+00	6.44	0
25.487	-10.3	195.5	74.15	3.59E+04	1.63E+00	6.47	0
25.525	-10.3	195.5	74.13	3.58E+04	1.63E+00	6.49	0
25.627	-10.3	195.5	74.06	3.56E+04	1.62E+00	6.56	0
25.703	-10.3	195.5	74.03	3.54E+04	1.61E+00	6.61	0
25.779	-10.3	195.5	73.99	3.52E+04	1.61E+00	6.47	0
25.854	-10.3	195.5	73.96	3.51E+04	1.60E+00	6.74	0
25.930	-10.3	195.5	73.93	3.49E+04	1.59E+00	6.77	0
25.968	-10.3	195.5	73.92	3.48E+04	1.59E+00	6.83	0
26.045	-10.3	195.5	73.91	3.47E+04	1.58E+00	7.1	0
26.121	-10.3	195.5	73.88	3.45E+04	1.58E+00	6.62	0
26.198	-10.3	195.5	73.83	3.44E+04	1.57E+00	6.59	0
26.255	-10.3	195.5	73.81	3.42E+04	1.57E+00	6.62	0
26.338	-10.3	195.5	73.74	3.41E+04	1.56E+00	6.73	0
26.376	-10.3	195.5	73.69	3.40E+04	1.55E+00	6.71	0
26.414	-10.3	195.5	73.7	3.39E+04	1.55E+00	6.6	0
26.453	-10.3	195.5	73.71	3.38E+04	1.55E+00	6.56	0
26.491	-10.3	195.5	73.71	3.38E+04	1.54E+00	6.48	0
26.530	-10.3	195.5	73.7	3.37E+04	1.54E+00	6.78	0
26.568	-10.3	195.5	73.69	3.36E+04	1.54E+00	6.81	0
26.607	-10.3	195.5	73.67	3.35E+04	1.53E+00	6.93	0
26.646	-10.3	195.5	73.64	3.34E+04	1.53E+00	6.94	0
26.685	-10.3	195.5	73.62	3.34E+04	1.53E+00	6.96	0
26.723	-10.3	195.5	73.61	3.33E+04	1.52E+00	6.97	0
26.762	-10.3	195.5	73.59	3.32E+04	1.52E+00	6.98	0
26.802	-10.3	195.5	73.56	3.31E+04	1.52E+00	6.99	0
26.841	-10.3	195.5	73.56	3.30E+04	1.52E+00	7.01	0
26.880	-10.3	195.5	73.53	3.30E+04	1.51E+00	7.02	0
26.919	-10.3	195.5	73.5	3.29E+04	1.51E+00	7.03	0
26.958	-10.3	195.5	73.47	3.28E+04	1.51E+00	7.05	0
26.997	-10.3	195.5	73.44	3.27E+04	1.50E+00	7.06	0
27.036	-10.3	195.5	73.43	3.26E+04	1.50E+00	7.07	0
27.075	-10.3	195.5	73.42	3.26E+04	1.49E+00	7.08	0
27.114	-10.3	195.5	73.41	3.25E+04	1.49E+00	7.1	0
27.153	-10.3	195.5	73.42	3.24E+04	1.49E+00	7.11	0
27.192	-10.3	195.5	73.42	3.23E+04	1.48E+00	7.12	0
27.231	-10.3	195.5	73.39	3.23E+04	1.48E+00	7.13	0
27.270	-10.3	195.5	73.37	3.22E+04	1.48E+00	7.15	0
27.309	-10.3	195.5	73.37	3.21E+04	1.47E+00	7.26	0
27.349	-10.3	195.5	73.37	3.20E+04	1.47E+00	7.33	0
27.436	-10.3	195.5	73.34	3.19E+04	1.46E+00	7.36	0
27.475	-10.3	195.5	73.32	3.18E+04	1.46E+00	7.65	0
27.515	-10.3	195.5	73.29	3.17E+04	1.46E+00	7.55	0
27.555	-10.3	195.5	73.27	3.16E+04	1.45E+00	7.61	0
27.595	-10.3	195.5	73.26	3.15E+04	1.45E+00	7.47	0
27.635	-10.3	195.5	73.25	3.15E+04	1.45E+00	7.73	0
27.674	-10.3	195.5	73.24	3.14E+04	1.44E+00	7.89	0
27.714	-10.3	195.5	73.21	3.13E+04	1.44E+00	8.05	0
27.754	-10.3	195.5	73.19	3.12E+04	1.44E+00	7.96	0
27.794	-10.3	195.5	73.18	3.12E+04	1.44E+00	7.57	0
27.835	-10.3	195.5	73.16	3.11E+04	1.43E+00	7.45	0
27.875	-10.3	195.5	73.13	3.10E+04	1.43E+00	7.56	0
27.915	-10.3	195.5	73.13	3.09E+04	1.43E+00	7.57	0
27.955	-10.3	195.5	73.12	3.09E+04	1.42E+00	7.63	0
27.995	-10.3	195.5	73.1	3.08E+04	1.42E+00	7.95	0
28.036	-10.3	195.5	73.09	3.07E+04	1.42E+00	7.95	0
28.076	-10.3	195.5	73.08	3.06E+04	1.41E+00	7.84	0
28.116	-10.3	195.5	73.05	3.06E+04	1.41E+00	7.83	0
28.203	-10.3	195.5	73.02	3.04E+04	1.40E+00	8.04	0
28.243	-10.3	195.5	73	3.03E+04	1.40E+00	8.09	0
28.284	-10.3	195.5	73	3.02E+04	1.40E+00	8.14	0
28.324	-10.3	195.5	73	3.02E+04	1.39E+00	8.19	0
28.365	-10.3	195.5	72.98	3.01E+04	1.39E+00	8.24	0
28.406	-10.3	195.5	72.93	3.00E+04	1.39E+00	8.3	0
28.446	-10.3	195.5	72.9	2.99E+04	1.38E+00	8.35	0
28.487	-10.3	195.5	72.89	2.99E+04	1.38E+00	8.4	0
28.528	-10.3	195.5	72.9	2.98E+04	1.38E+00	8.45	0
28.569	-10.3	195.5	72.89	2.97E+04	1.37E+00	8.5	0
28.610	-10.3	195.5	72.85	2.96E+04	1.37E+00	8.55	0
28.651	-10.3	195.5	72.81	2.96E+04	1.37E+00	8.61	0
28.692	-10.3	195.5	72.79	2.95E+04	1.37E+00	8.66	0
28.733	-10.3	195.5	72.77	2.94E+04	1.36E+00	8.71	0
28.774	-10.3	195.5	72.75	2.93E+04	1.36E+00	8.76	0
28.816	-10.3	195.5	72.73	2.93E+04	1.35E+00	8.82	0
28.857	-10.3	195.5	72.71	2.92E+04	1.35E+00	8.87	0
28.898	-10.3	195.5	72.69	2.91E+04	1.35E+00	8.91	0
28.940	-10.3	195.5	72.73	2.90E+04	1.34E+00	8.49	0
28.981	-10.3	195.5	72.75	2.90E+04	1.34E+00	9.02	0
29.023	-10.3	195.5	72.75	2.89E+04	1.34E+00	8.97	0
29.064	-10.3	195.5	72.73	2.88E+04	1.33E+00	8.81	0
29.106	-10.3	195.5	72.7	2.88E+04	1.33E+00	8.86	0
29.148	-10.3	195.5	72.69	2.87E+04	1.33E+00	8.77	0
29.190	-10.3	195.5	72.68	2.86E+04	1.32E+00	8.83	0
29.231	-10.3	195.5	72.68	2.85E+04	1.32E+00	8.84	0
29.273	-10.3	195.5	72.67	2.85E+04	1.32E+00	9	0
29.363	-10.3	195.5	72.64	2.83E+04	1.31E+00	8.79	0
29.405	-10.3	195.5	72.62	2.82E+04	1.31E+00	8.87	0
29.446	-10.3	195.5	72.61	2.82E+04	1.31E+00	8.7	0
29.488	-10.3	195.5	72.6	2.81E+04	1.30E+00	8.64	0
29.530	-10.3	195.5	72.58	2.80E+04	1.30E+00	8.79	0
29.572	-10.3	195.5	72.55	2.79E+04	1.30E+00	8.93	0
29.614	-10.3	195.5	72.53	2.79E+04	1.29E+00	9.19	0
29.656	-10.3	195.5	72.48	2.78E+04	1.29E+00	9.12	0
29.698	-10.3	195.5	72.45	2.77E+04	1.29E+00	9.11	0
29.741	-10.3	195.5	72.43	2.77E+04	1.28E+00	9.01	0
29.783	-10.3	195.5	72.43	2.76E+04	1.28E+00	8.89	0
29.825	-10.3	195.5	72.41	2.75E+04	1.28E+00	8.92	0
29.868	-10.3	195.5	72.37	2.74E+04	1.28E+00	8.94	0
29.910	-10.3	195.5	72.36	2.74E+04	1.27E+00	8.97	0
29.953	-10.3	195.5	72.34	2.73E+04	1.27E+00	9	0
29.995	-10.3	195.5	72.31	2.72E+04	1.27E+00	9.02	0
30.038	-10.3	195.5	72.29	2.71E+04	1.26E+00	9.05	0
30.081	-10.3	195.5	72.27	2.71E+04	1.26E+00	9.08	0
30.172	-10.3	195.5	72.28	2.69E+04	1.25E+00	9.14	0
30.215	-10.3	195.5	72.27	2.69E+04	1.25E+00	9.16	0
30.257	-10.3	195.5	72.24	2.68E+04	1.25E+00	9.19	0
30.300	-10.3	195.5	72.22	2.67E+04	1.24E+00	9.22	0
30.343	-10.3	195.5	72.2	2.66E+04	1.24E+00	9.25	0
30.386	-10.3	195.5	72.19	2.66E+04	1.24E+00	9.27	0
30.428	-10.3	195.5	72.18	2.65E+04	1.24E+00	9.3	0
30.471	-10.3	195.5	72.15	2.64E+04	1.23E+00	9.33	0
30.514	-10.3	195.5	72.15	2.64E+04	1.23E+00	9.35	0
30.558	-10.3	195.5	72.14	2.63E+04	1.23E+00	9.38	0
30.601	-10.3	195.5	72.1	2.62E+04	1.22E+00	9.58	0
30.645	-10.3	195.5	72.09	2.61E+04	1.22E+00	9.6	0
30.688	-10.3	195.5	72.08	2.61E+04	1.22E+00	9.36	0
30.732	-10.3	195.5	72.08	2.60E+04	1.21E+00	9.64	0
30.776	-10.3	195.5	72.1	2.59E+04	1.21E+00	9.54	0
30.820	-10.3	195.5	72.09	2.59E+04	1.20E+00	9.7	0
30.864	-10.3	195.5	72.1	2.58E+04	1.20E+00	9.72	0
30.908	-10.3	195.5	72.08	2.57E+04	1.20E+00	9.89	0
30.952	-10.3	195.5	72.11	2.57E+04	1.20E+00	9.84	0
30.995	-10.3	195.5	72.1	2.56E+04	1.19E+00	9.82	0
31.039	-10.3	195.5	72.09	2.55E+04	1.19E+00	9.73	0
31.083	-10.3	195.5	72.08	2.54E+04	1.19E+00	9.95	0
31.127	-10.3	195.5	72.07	2.54E+04	1.18E+00	9.93	0
31.171	-10.3	195.5	72.04	2.53E+04	1.18E+00	9.97	0
31.215	-10.3	195.5	72.02	2.52E+04	1.18E+00	10.02	0
31.260	-10.3	195.5	72	2.52E+04	1.17E+00	10.06	0
31.304	-10.3	195.5	71.98	2.51E+04	1.17E+00	10.11	0
31.399	-10.3	195.5	71.96	2.50E+04	1.16E+00	10.2	0
31.443	-10.3	195.5	71.97	2.49E+04	1.16E+00	10.24	0
31.488	-10.3	195.5	71.96	2.48E+04	1.16E+00	10.29	0
31.532	-10.3	195.5	71.95	2.47E+04	1.16E+00	10.33	0
31.577	-10.3	195.5	71.93	2.47E+04	1.15E+00	10.38	0
31.621	-10.3	195.5	71.91	2.46E+04	1.15E+00	10.42	0
31.666	-10.3	195.5	71.89	2.45E+04	1.15E+00	10.47	0
31.711	-10.3	195.5	71.87	2.45E+04	1.14E+00	10.51	0
31.756	-10.3	195.5	71.86	2.44E+04	1.14E+00	10.56	0
31.801	-10.3	195.5	71.84	2.43E+04	1.14E+00	10.6	0
31.845	-10.3	195.5	71.82	2.43E+04	1.13E+00	10.64	0
31.890	-10.3	195.5	71.8	2.42E+04	1.13E+00	10.69	0
31.935	-10.3	195.5	71.77	2.41E+04	1.13E+00	10.73	0
31.981	-10.3	195.5	71.78	2.41E+04	1.13E+00	10.78	0
32.026	-10.3	195.5	71.77	2.40E+04	1.12E+00	10.82	0
32.071	-10.3	195.5	71.76	2.39E+04	1.12E+00	10.87	0
32.116	-10.3	195.5	71.72	2.39E+04	1.12E+00	10.91	0
32.161	-10.3	195.5	71.7	2.38E+04	1.11E+00	10.96	0
32.258	-10.3	195.5	71.69	2.37E+04	1.11E+00	11.06	0
32.303	-10.3	195.5	71.69	2.36E+04	1.10E+00	11.13	0
32.348	-10.3	195.5	71.69	2.35E+04	1.10E+00	11.14	0
32.393	-10.3	195.5	71.68	2.35E+04	1.10E+00	11.23	0
32.439	-10.3	195.5	71.67	2.34E+04	1.10E+00	11.08	0
32.484	-10.3	195.5	71.65	2.33E+04	1.09E+00	11.02	0
32.530	-10.3	195.5	71.61	2.33E+04	1.09E+00	10.63	0
32.575	-10.3	195.5	71.59	2.32E+04	1.09E+00	10.98	0
32.621	-10.3	195.5	71.54	2.31E+04	1.09E+00	11.08	0
32.667	-10.3	195.5	71.52	2.31E+04	1.08E+00	11.17	0
32.714	-10.3	195.5	71.51	2.30E+04	1.08E+00	11.26	0
32.760	-10.3	195.5	71.51	2.29E+04	1.08E+00	11.55	0
32.806	-10.3	195.5	71.5	2.29E+04	1.07E+00	11.53	0
32.853	-10.3	195.5	71.5	2.28E+04	1.07E+00	11.59	0
32.900	-10.3	195.5	71.5	2.27E+04	1.07E+00	11.62	0
32.946	-10.3	195.5	71.51	2.27E+04	1.06E+00	11.49	0
32.993	-10.3	195.5	71.51	2.26E+04	1.06E+00	11.72	0
33.040	-10.3	195.5	71.49	2.25E+04	1.06E+00	11.31	0
33.086	-10.3	195.5	71.46	2.25E+04	1.05E+00	11.42	0
33.133	-10.3	195.5	71.43	2.24E+04	1.05E+00	11.18	0
33.180	-10.3	195.5	71.44	2.23E+04	1.05E+00	11.3	0
33.226	-10.3	195.5	71.42	2.23E+04	1.05E+00	11.39	0
33.273	-10.3	195.5	71.41	2.22E+04	1.04E+00	11.44	0
33.320	-10.3	195.5	71.41	2.21E+04	1.04E+00	11.49	0
33.367	-10.3	195.5	71.41	2.21E+04	1.04E+00	11.53	0
33.414	-10.3	195.5	71.4	2.20E+04	1.03E+00	11.58	0
33.461	-10.3	195.5	71.39	2.19E+04	1.03E+00	11.63	0
33.564	-10.3	195.5	71.39	2.18E+04	1.02E+00	11.73	0
33.611	-10.3	195.5	71.41	2.17E+04	1.02E+00	11.78	0
33.658	-10.3	195.5	71.42	2.17E+04	1.02E+00	11.83	0
33.705	-10.3	195.5	71.38	2.16E+04	1.02E+00	11.88	0
33.753	-10.3	195.5	71.33	2.15E+04	1.01E+00	11.92	0
33.800	-10.3	195.5	71.3	2.15E+04	1.01E+00	11.97	0
33.848	-10.3	195.5	71.3	2.14E+04	1.01E+00	12.02	0
33.895	-10.3	195.5	71.29	2.14E+04	1.00E+00	12.07	0
33.943	-10.3	195.5	71.26	2.13E+04	1.00E+00	12.11	0
33.991	-10.3	195.5	71.26	2.12E+04	9.98E-01	12.16	0
34.039	-10.3	195.5	71.3	2.12E+04	9.95E-01	12.21	0
34.087	-10.3	195.5	71.31	2.11E+04	9.93E-01	12.26	0
34.135	-10.3	195.5	71.27	2.10E+04	9.90E-01	12.31	0
34.183	-10.3	195.5	71.23	2.10E+04	9.87E-01	12.36	0
34.231	-10.3	195.5	71.22	2.09E+04	9.85E-01	12.55	0
34.279	-10.3	195.5	71.18	2.08E+04	9.81E-01	12.6	0
34.328	-10.3	195.5	71.16	2.08E+04	9.78E-01	12.56	0
34.376	-10.3	195.5	71.15	2.07E+04	9.75E-01	12.62	0
34.481	-10.3	195.5	71.22	2.06E+04	9.69E-01	12.49	0
34.530	-10.3	195.5	71.18	2.05E+04	9.66E-01	12.53	0
34.579	-10.3	195.5	71.17	2.05E+04	9.63E-01	12.56	0
34.627	-10.3	195.5	71.16	2.04E+04	9.60E-01	12.65	0
34.676	-10.3	195.5	71.14	2.03E+04	9.57E-01	12.54	0
34.725	-10.3	195.5	71.16	2.03E+04	9.54E-01	12.57	0
34.774	-10.3	195.5	71.19	2.02E+04	9.51E-01	12.72	0
34.823	-10.3	195.5	71.18	2.01E+04	9.49E-01	12.95	0
34.872	-10.3	195.5	71.15	2.01E+04	9.46E-01	13.05	0
34.922	-10.3	195.5	71.16	2.00E+04	9.43E-01	13.06	0
34.971	-10.3	195.5	71.13	2.00E+04	9.40E-01	13.45	0
35.020	-10.3	195.5	71.1	1.99E+04	9.37E-01	13.52	0
35.070	-10.3	195.5	71.12	1.98E+04	9.39E-01	13.2	0
35.119	-10.3	195.5	71.1	1.98E+04	9.37E-01	13.12	0
35.169	-10.3	195.5	71.1	1.97E+04	9.34E-01	13.26	0
35.218	-10.3	195.5	71.11	1.97E+04	9.32E-01	13.39	0
35.268	-10.3	195.5	71.14	1.96E+04	9.29E-01	13.45	0
35.318	-10.3	195.5	71.13	1.95E+04	9.27E-01	13.5	0
35.368	-10.3	195.5	71.09	1.95E+04	9.24E-01	13.56	0
35.418	-10.3	195.5	71.07	1.94E+04	9.21E-01	13.61	0
35.468	-10.3	195.5	71.04	1.94E+04	9.19E-01	13.67	0
35.518	-10.3	195.5	71.01	1.93E+04	9.16E-01	13.72	0
35.569	-10.3	195.5	70.98	1.92E+04	9.14E-01	13.78	0
35.619	-10.3	195.5	70.96	1.92E+04	9.11E-01	13.84	0
35.670	-10.3	195.5	70.93	1.91E+04	9.08E-01	13.89	0
35.720	-10.3	195.5	70.91	1.90E+04	9.05E-01	13.95	0
35.771	-10.3	195.5	70.9	1.90E+04	9.03E-01	14.01	0
35.878	-10.3	195.5	70.88	1.89E+04	8.97E-01	14.12	0
35.928	-10.3	195.5	70.87	1.88E+04	8.94E-01	14.18	0
35.979	-10.3	195.5	70.85	1.87E+04	8.91E-01	14.23	0
36.030	-10.3	195.5	70.82	1.87E+04	8.88E-01	14.29	0
36.081	-10.3	195.5	70.81	1.86E+04	8.84E-01	14.35	0
36.132	-10.3	195.5	70.82	1.86E+04	8.82E-01	14.57	0
36.183	-10.3	195.5	70.87	1.85E+04	8.79E-01	14.42	0
36.234	-10.3	195.5	70.88	1.84E+04	8.76E-01	14.58	0
36.286	-10.3	195.5	70.89	1.84E+04	8.74E-01	14.55	0
36.337	-10.3	195.5	70.9	1.83E+04	8.71E-01	14.75	0
36.388	-10.3	195.5	70.87	1.83E+04	8.69E-01	14.49	0
36.439	-10.3	195.5	70.83	1.82E+04	8.66E-01	14.39	0
36.490	-10.3	195.5	70.8	1.81E+04	8.63E-01	14.22	0
36.542	-10.3	195.5	70.8	1.81E+04	8.60E-01	14.61	0
36.593	-10.3	195.5	70.79	1.80E+04	8.57E-01	14.52	0
