Hgt_km	Lat	LonW	Temp_K	 Pres_Pa	Dens_kgm3	Uwind	Vwind
598.730	-10.3	195.5	178.25	2.87E-02	5.37E-07	0	0
600.428	-10.3	195.5	176.9	2.79E-02	5.26E-07	0	0
602.128	-10.3	195.5	176.76	2.71E-02	5.12E-07	0	0
603.827	-10.3	195.5	175.27	2.63E-02	5.01E-07	0	0
605.526	-10.3	195.5	176.12	2.55E-02	4.84E-07	0	0
607.226	-10.3	195.5	176.1	2.48E-02	4.70E-07	0	0
608.926	-10.3	195.5	175.54	2.41E-02	4.58E-07	0	0
610.626	-10.3	195.5	175.41	2.34E-02	4.46E-07	0	0
612.326	-10.3	195.5	174.74	2.27E-02	4.34E-07	0	0
614.027	-10.3	195.5	174.85	2.21E-02	4.22E-07	0	0
615.728	-10.3	195.5	174.15	2.14E-02	4.11E-07	0	0
617.429	-10.3	195.5	171.74	2.08E-02	4.05E-07	0	0
619.130	-10.3	195.5	171.77	2.02E-02	3.93E-07	0	0
620.832	-10.3	195.5	172.14	1.96E-02	3.81E-07	0	0
622.534	-10.3	195.5	169.62	1.91E-02	3.75E-07	0	0
624.235	-10.3	195.5	171.24	1.85E-02	3.61E-07	0	0
625.938	-10.3	195.5	170.83	1.80E-02	3.51E-07	0	0
627.640	-10.3	195.5	169.71	1.74E-02	3.43E-07	0	0
629.343	-10.3	195.5	170.15	1.69E-02	3.32E-07	0	0
631.045	-10.3	195.5	171.92	1.64E-02	3.19E-07	0	0
632.748	-10.3	195.5	169.54	1.59E-02	3.14E-07	0	0
634.451	-10.3	195.5	167.95	1.55E-02	3.08E-07	0	0
636.155	-10.3	195.5	166.42	1.50E-02	3.01E-07	0	0
637.859	-10.3	195.5	165.15	1.46E-02	2.95E-07	0	0
639.562	-10.3	195.5	166.44	1.41E-02	2.84E-07	0	0
641.266	-10.3	195.5	168.11	1.37E-02	2.72E-07	0	0
642.971	-10.3	195.5	169.05	1.33E-02	2.63E-07	0	0
644.675	-10.3	195.5	168.58	1.29E-02	2.56E-07	0	0
646.380	-10.3	195.5	168.1	1.25E-02	2.49E-07	0	0
648.085	-10.3	195.5	167.35	1.22E-02	2.43E-07	0	0
649.790	-10.3	195.5	166.53	1.18E-02	2.37E-07	0	0
651.495	-10.3	195.5	165.77	1.15E-02	2.31E-07	0	0
653.200	-10.3	195.5	165.41	1.11E-02	2.25E-07	0	0
654.906	-10.3	195.5	165.48	1.08E-02	2.18E-07	0	0
656.612	-10.3	195.5	165.79	1.05E-02	2.11E-07	0	0
658.318	-10.3	195.5	166.02	1.02E-02	2.04E-07	0	0
660.024	-10.3	195.5	166.64	9.86E-03	1.98E-07	0	0
661.731	-10.3	195.5	167.92	9.57E-03	1.90E-07	0	0
663.437	-10.3	195.5	169.32	9.29E-03	1.83E-07	0	0
665.144	-10.3	195.5	170.64	9.03E-03	1.77E-07	0	0
666.851	-10.3	195.5	171.1	8.77E-03	1.71E-07	0	0
669.146	-10.3	195.5	169.36	8.43E-03	1.66E-07	0	0
670.853	-10.3	195.5	168.89	8.19E-03	1.62E-07	0	0
672.561	-10.3	195.5	168.82	7.95E-03	1.57E-07	0	0
674.269	-10.3	195.5	170	7.72E-03	1.52E-07	0	0
675.977	-10.3	195.5	172.81	7.50E-03	1.45E-07	0	0
677.685	-10.3	195.5	175.82	7.29E-03	1.38E-07	0	0
679.393	-10.3	195.5	177.65	7.09E-03	1.33E-07	0	0
681.102	-10.3	195.5	178.39	6.90E-03	1.29E-07	0	0
682.811	-10.3	195.5	178.04	6.71E-03	1.26E-07	0	0
684.520	-10.3	195.5	178.21	6.53E-03	1.22E-07	0	0
686.229	-10.3	195.5	180.1	6.35E-03	1.18E-07	0	0
687.939	-10.3	195.5	181.78	6.18E-03	1.13E-07	0	0
689.648	-10.3	195.5	182.7	6.01E-03	1.10E-07	0	0
691.358	-10.3	195.5	182.66	5.86E-03	1.07E-07	0	0
693.068	-10.3	195.5	181.82	5.70E-03	1.05E-07	0	0
694.779	-10.3	195.5	180.57	5.55E-03	1.03E-07	0	0
696.489	-10.3	195.5	179.29	5.40E-03	1.01E-07	0	0
698.200	-10.3	195.5	178.08	5.26E-03	9.86E-08	0	0
699.910	-10.3	195.5	177.25	5.12E-03	9.64E-08	0	0
701.621	-10.3	195.5	176.53	4.98E-03	9.41E-08	0	0
703.332	-10.3	195.5	176.01	4.84E-03	9.19E-08	0	0
705.044	-10.3	195.5	175.49	4.71E-03	8.96E-08	0	0
706.755	-10.3	195.5	175.05	4.58E-03	8.74E-08	0	0
708.467	-10.3	195.5	174.79	4.46E-03	8.52E-08	0	0
710.179	-10.3	195.5	174.91	4.34E-03	8.28E-08	0	0
711.891	-10.3	195.5	174.96	4.22E-03	8.05E-08	0	0
713.603	-10.3	195.5	174.46	4.10E-03	7.85E-08	0	0
715.315	-10.3	195.5	173.69	3.99E-03	7.67E-08	0	0
717.028	-10.3	195.5	172.7	3.88E-03	7.50E-08	0	0
718.741	-10.3	195.5	171.86	3.77E-03	7.33E-08	0	0
720.454	-10.3	195.5	171.05	3.67E-03	7.16E-08	0	0
722.167	-10.3	195.5	170.76	3.57E-03	6.98E-08	0	0
723.880	-10.3	195.5	170.67	3.47E-03	6.79E-08	0	0
725.594	-10.3	195.5	171.04	3.37E-03	6.59E-08	0	0
727.307	-10.3	195.5	171.58	3.28E-03	6.38E-08	0	0
729.021	-10.3	195.5	171.58	3.19E-03	6.21E-08	0	0
730.735	-10.3	195.5	170.95	3.10E-03	6.06E-08	0	0
732.450	-10.3	195.5	170.02	3.02E-03	5.92E-08	0	0
734.164	-10.3	195.5	168.92	2.93E-03	5.80E-08	0	0
735.878	-10.3	195.5	167.68	2.85E-03	5.68E-08	0	0
737.593	-10.3	195.5	166.59	2.77E-03	5.55E-08	0	0
739.308	-10.3	195.5	165.81	2.69E-03	5.42E-08	0	0
741.023	-10.3	195.5	165.17	2.62E-03	5.29E-08	0	0
742.739	-10.3	195.5	164.74	2.54E-03	5.15E-08	0	0
744.454	-10.3	195.5	164.76	2.47E-03	5.01E-08	0	0
746.170	-10.3	195.5	164.46	2.40E-03	4.87E-08	0	0
747.885	-10.3	195.5	163.8	2.33E-03	4.75E-08	0	0
749.602	-10.3	195.5	163.4	2.27E-03	4.63E-08	0	0
751.318	-10.3	195.5	162.78	2.20E-03	4.51E-08	0	0
753.034	-10.3	195.5	162.05	2.14E-03	4.40E-08	0	0
754.750	-10.3	195.5	161.22	2.08E-03	4.30E-08	0	0
756.467	-10.3	195.5	160.46	2.02E-03	4.20E-08	0	0
758.104	-10.3	195.5	160.3	1.96E-03	4.08E-08	0	0
759.820	-10.3	195.5	159.55	1.90E-03	3.98E-08	0	0
761.538	-10.3	195.5	159.24	1.85E-03	3.88E-08	0	0
763.255	-10.3	195.5	158.87	1.79E-03	3.77E-08	0	0
764.973	-10.3	195.5	158.63	1.74E-03	3.67E-08	0	0
766.690	-10.3	195.5	158.07	1.69E-03	3.57E-08	0	0
768.408	-10.3	195.5	158.04	1.64E-03	3.47E-08	0	0
770.126	-10.3	195.5	157.67	1.59E-03	3.38E-08	0	0
771.844	-10.3	195.5	157.64	1.55E-03	3.28E-08	0	0
773.563	-10.3	195.5	156.68	1.50E-03	3.20E-08	0	0
775.281	-10.3	195.5	156.61	1.46E-03	3.11E-08	0	0
777.000	-10.3	195.5	156.72	1.42E-03	3.01E-08	0	0
778.719	-10.3	195.5	156.77	1.37E-03	2.93E-08	0	0
780.438	-10.3	195.5	156.66	1.33E-03	2.84E-08	0	0
782.157	-10.3	195.5	156.76	1.29E-03	2.76E-08	0	0
783.877	-10.3	195.5	156.6	1.26E-03	2.68E-08	0	0
785.596	-10.3	195.5	156.66	1.22E-03	2.60E-08	0	0
787.316	-10.3	195.5	157.16	1.18E-03	2.52E-08	0	0
789.036	-10.3	195.5	158.69	1.15E-03	2.42E-08	0	0
790.756	-10.3	195.5	161.34	1.12E-03	2.31E-08	0	0
792.476	-10.3	195.5	163.91	1.08E-03	2.21E-08	0	0
794.196	-10.3	195.5	166.98	1.05E-03	2.11E-08	0	0
795.917	-10.3	195.5	170.37	1.03E-03	2.01E-08	0	0
797.638	-10.3	195.5	172.58	9.99E-04	1.93E-08	0	0
799.359	-10.3	195.5	175.94	9.72E-04	1.84E-08	0	0
801.080	-10.3	195.5	178.25	9.47E-04	1.77E-08	0	0
802.801	-10.3	195.5	181.51	9.23E-04	1.70E-08	0	0
804.522	-10.3	195.5	182.73	9.00E-04	1.64E-08	0	0
806.244	-10.3	195.5	182.87	8.78E-04	1.60E-08	0	0
807.966	-10.3	195.5	181.69	8.56E-04	1.57E-08	0	0
809.687	-10.3	195.5	182.25	8.35E-04	1.53E-08	0	0
811.409	-10.3	195.5	182.63	8.14E-04	1.49E-08	0	0
813.132	-10.3	195.5	181.7	7.94E-04	1.46E-08	0	0
814.854	-10.3	195.5	182.76	7.74E-04	1.41E-08	0	0
816.576	-10.3	195.5	181.51	7.55E-04	1.39E-08	0	0
818.299	-10.3	195.5	180.78	7.36E-04	1.36E-08	0	0
820.022	-10.3	195.5	179.36	7.18E-04	1.34E-08	0	0
821.745	-10.3	195.5	178.03	7.00E-04	1.31E-08	0	0
823.468	-10.3	195.5	178.15	6.82E-04	1.28E-08	0	0
825.191	-10.3	195.5	178.22	6.65E-04	1.25E-08	0	0
826.915	-10.3	195.5	176.96	6.48E-04	1.22E-08	0	0
828.638	-10.3	195.5	176.55	6.32E-04	1.20E-08	0	0
830.362	-10.3	195.5	176.58	6.16E-04	1.16E-08	0	0
832.086	-10.3	195.5	176.46	6.00E-04	1.14E-08	0	0
833.810	-10.3	195.5	176.08	5.85E-04	1.11E-08	0	0
835.534	-10.3	195.5	175.87	5.70E-04	1.08E-08	0	0
837.259	-10.3	195.5	175.49	5.56E-04	1.06E-08	0	0
838.984	-10.3	195.5	175.72	5.42E-04	1.03E-08	0	0
840.708	-10.3	195.5	175.13	5.28E-04	1.01E-08	0	0
842.433	-10.3	195.5	174.36	5.15E-04	9.86E-09	0	0
844.158	-10.3	195.5	174.59	5.02E-04	9.59E-09	0	0
845.883	-10.3	195.5	173.82	4.89E-04	9.39E-09	0	0
847.528	-10.3	195.5	173.51	4.77E-04	9.18E-09	0	0
849.253	-10.3	195.5	173.49	4.65E-04	8.95E-09	0	0
850.979	-10.3	195.5	173.39	4.53E-04	8.72E-09	0	0
852.705	-10.3	195.5	173.52	4.41E-04	8.49E-09	0	0
854.431	-10.3	195.5	172.66	4.30E-04	8.32E-09	0	0
856.157	-10.3	195.5	172.99	4.19E-04	8.09E-09	0	0
857.883	-10.3	195.5	172.6	4.09E-04	7.90E-09	0	0
859.610	-10.3	195.5	172.88	3.98E-04	7.69E-09	0	0
861.336	-10.3	195.5	171.92	3.88E-04	7.53E-09	0	0
863.063	-10.3	195.5	171.11	3.78E-04	7.38E-09	0	0
864.790	-10.3	195.5	170.42	3.68E-04	7.22E-09	0	0
866.517	-10.3	195.5	170.08	3.59E-04	7.04E-09	0	0
868.244	-10.3	195.5	168.97	3.50E-04	6.91E-09	0	0
869.971	-10.3	195.5	167.3	3.41E-04	6.80E-09	0	0
871.699	-10.3	195.5	166.4	3.32E-04	6.65E-09	0	0
873.427	-10.3	195.5	166.25	3.23E-04	6.49E-09	0	0
875.154	-10.3	195.5	164.45	3.14E-04	6.38E-09	0	0
876.882	-10.3	195.5	163.36	3.06E-04	6.26E-09	0	0
878.610	-10.3	195.5	162.05	2.98E-04	6.14E-09	0	0
880.339	-10.3	195.5	162.22	2.90E-04	5.97E-09	0	0
882.067	-10.3	195.5	161.39	2.82E-04	5.84E-09	0	0
883.796	-10.3	195.5	161.02	2.75E-04	5.69E-09	0	0
885.524	-10.3	195.5	160.46	2.67E-04	5.56E-09	0	0
887.253	-10.3	195.5	161.9	2.60E-04	5.36E-09	0	0
888.982	-10.3	195.5	159.51	2.53E-04	5.29E-09	0	0
890.711	-10.3	195.5	160.13	2.46E-04	5.13E-09	0	0
892.441	-10.3	195.5	160.9	2.39E-04	4.97E-09	0	0
894.170	-10.3	195.5	162.63	2.33E-04	4.78E-09	0	0
895.900	-10.3	195.5	161.56	2.27E-04	4.69E-09	0	0
897.630	-10.3	195.5	163.85	2.21E-04	4.50E-09	0	0
899.359	-10.3	195.5	164.57	2.15E-04	4.36E-09	0	0
901.089	-10.3	195.5	165.52	2.09E-04	4.22E-09	0	0
902.820	-10.3	195.5	167.56	2.04E-04	4.06E-09	0	0
904.550	-10.3	195.5	168.43	1.99E-04	3.94E-09	0	0
906.281	-10.3	195.5	170.94	1.94E-04	3.78E-09	0	0
908.011	-10.3	195.5	171.19	1.89E-04	3.68E-09	0	0
909.742	-10.3	195.5	172.73	1.84E-04	3.56E-09	0	0
911.473	-10.3	195.5	173.83	1.79E-04	3.45E-09	0	0
913.204	-10.3	195.5	174.86	1.75E-04	3.34E-09	0	0
914.935	-10.3	195.5	177.09	1.71E-04	3.22E-09	0	0
916.666	-10.3	195.5	178.12	1.67E-04	3.12E-09	0	0
918.398	-10.3	195.5	179.56	1.63E-04	3.02E-09	0	0
920.130	-10.3	195.5	177.73	1.59E-04	2.98E-09	0	0
921.861	-10.3	195.5	178.3	1.55E-04	2.90E-09	0	0
923.593	-10.3	195.5	179.04	1.51E-04	2.82E-09	0	0
925.325	-10.3	195.5	180.03	1.48E-04	2.74E-09	0	0
927.058	-10.3	195.5	179.04	1.44E-04	2.69E-09	0	0
928.790	-10.3	195.5	181.7	1.41E-04	2.59E-09	0	0
930.522	-10.3	195.5	180.93	1.37E-04	2.54E-09	0	0
932.255	-10.3	195.5	180.41	1.34E-04	2.48E-09	0	0
933.988	-10.3	195.5	178.45	1.31E-04	2.45E-09	0	0
935.721	-10.3	195.5	182.65	1.28E-04	2.34E-09	0	0
937.373	-10.3	195.5	181.03	1.25E-04	2.31E-09	0	0
939.106	-10.3	195.5	182.74	1.22E-04	2.23E-09	0	0
940.839	-10.3	195.5	181.51	1.19E-04	2.20E-09	0	0
942.573	-10.3	195.5	184.3	1.17E-04	2.11E-09	0	0
944.306	-10.3	195.5	182.9	1.14E-04	2.08E-09	0	0
946.040	-10.3	195.5	181.27	1.11E-04	2.05E-09	0	0
947.774	-10.3	195.5	184.06	1.09E-04	1.97E-09	0	0
949.508	-10.3	195.5	183.8	1.06E-04	1.93E-09	0	0
951.242	-10.3	195.5	186.16	1.04E-04	1.86E-09	0	0
952.977	-10.3	195.5	187.23	1.02E-04	1.81E-09	0	0
954.711	-10.3	195.5	188.03	9.93E-05	1.76E-09	0	0
956.446	-10.3	195.5	188.23	9.70E-05	1.72E-09	0	0
958.180	-10.3	195.5	190.14	9.49E-05	1.67E-09	0	0
959.915	-10.3	195.5	190.49	9.28E-05	1.63E-09	0	0
961.650	-10.3	195.5	192.17	9.08E-05	1.58E-09	0	0
963.385	-10.3	195.5	193.56	8.88E-05	1.53E-09	0	0
965.121	-10.3	195.5	193.69	8.69E-05	1.50E-09	0	0
966.856	-10.3	195.5	198.54	8.50E-05	1.43E-09	0	0
968.592	-10.3	195.5	197.9	8.32E-05	1.40E-09	0	0
970.328	-10.3	195.5	198.76	8.15E-05	1.37E-09	0	0
972.063	-10.3	195.5	205.9	7.98E-05	1.29E-09	0	0
973.799	-10.3	195.5	200.21	7.82E-05	1.30E-09	0	0
975.536	-10.3	195.5	201.53	7.66E-05	1.27E-09	0	0
977.272	-10.3	195.5	201.21	7.50E-05	1.24E-09	0	0
979.008	-10.3	195.5	204.04	7.35E-05	1.20E-09	0	0
980.745	-10.3	195.5	207.24	7.20E-05	1.16E-09	0	0
982.481	-10.3	195.5	202.1	7.05E-05	1.17E-09	0	0
984.218	-10.3	195.5	202.4	6.91E-05	1.14E-09	0	0
985.955	-10.3	195.5	206.77	6.77E-05	1.09E-09	0	0
987.692	-10.3	195.5	202.38	6.63E-05	1.09E-09	0	0
989.429	-10.3	195.5	202.18	6.50E-05	1.07E-09	0	0
991.167	-10.3	195.5	204.56	6.37E-05	1.04E-09	0	0
992.904	-10.3	195.5	202.09	6.24E-05	1.03E-09	0	0
994.642	-10.3	195.5	203.01	6.11E-05	1.01E-09	0	0
996.380	-10.3	195.5	202.04	5.99E-05	9.90E-10	0	0
998.117	-10.3	195.5	198.21	5.87E-05	9.88E-10	0	0
999.856	-10.3	195.5	196.94	5.75E-05	9.74E-10	0	0
1001.594	-10.3	195.5	196.27	5.63E-05	9.57E-10	0	0
1003.332	-10.3	195.5	198.66	5.51E-05	9.26E-10	0	0
1005.070	-10.3	195.5	195.43	5.40E-05	9.22E-10	0	0
1006.809	-10.3	195.5	194.93	5.28E-05	9.05E-10	0	0
1008.548	-10.3	195.5	194.87	5.17E-05	8.86E-10	0	0
1010.286	-10.3	195.5	194.81	5.07E-05	8.68E-10	0	0
1012.025	-10.3	195.5	194.66	4.96E-05	8.51E-10	0	0
1013.764	-10.3	195.5	194.34	4.86E-05	8.34E-10	0	0
1015.504	-10.3	195.5	194.07	4.76E-05	8.18E-10	0	0
1017.243	-10.3	195.5	193.85	4.66E-05	8.02E-10	0	0
1018.982	-10.3	195.5	193.53	4.56E-05	7.86E-10	0	0
1020.722	-10.3	195.5	193.28	4.46E-05	7.71E-10	0	0
1022.462	-10.3	195.5	193.06	4.37E-05	7.56E-10	0	0
1024.202	-10.3	195.5	192.7	4.28E-05	7.41E-10	0	0
1025.942	-10.3	195.5	192.35	4.19E-05	7.27E-10	0	0
1027.600	-10.3	195.5	192.1	4.11E-05	7.13E-10	0	0
1029.340	-10.3	195.5	191.71	4.02E-05	7.00E-10	0	0
1031.081	-10.3	195.5	191.41	3.93E-05	6.86E-10	0	0
1032.821	-10.3	195.5	191.13	3.85E-05	6.73E-10	0	0
1034.562	-10.3	195.5	190.85	3.77E-05	6.60E-10	0	0
1036.303	-10.3	195.5	190.36	3.69E-05	6.47E-10	0	0
1038.043	-10.3	195.5	190.04	3.61E-05	6.35E-10	0	0
1039.784	-10.3	195.5	189.75	3.54E-05	6.22E-10	0	0
1041.526	-10.3	195.5	189.41	3.46E-05	6.10E-10	0	0
1043.267	-10.3	195.5	189.07	3.39E-05	5.98E-10	0	0
1045.008	-10.3	195.5	188.64	3.32E-05	5.87E-10	0	0
1046.750	-10.3	195.5	188.2	3.25E-05	5.76E-10	0	0
1048.491	-10.3	195.5	187.87	3.18E-05	5.65E-10	0	0
1050.233	-10.3	195.5	187.31	3.11E-05	5.54E-10	0	0
1051.975	-10.3	195.5	187.02	3.05E-05	5.43E-10	0	0
1053.717	-10.3	195.5	186.57	2.98E-05	5.33E-10	0	0
1055.459	-10.3	195.5	186.05	2.92E-05	5.23E-10	0	0
1057.202	-10.3	195.5	185.54	2.86E-05	5.13E-10	0	0
1058.944	-10.3	195.5	185.1	2.79E-05	5.03E-10	0	0
1060.686	-10.3	195.5	184.63	2.74E-05	4.94E-10	0	0
1062.429	-10.3	195.5	184.35	2.68E-05	4.84E-10	0	0
1064.172	-10.3	195.5	183.86	2.62E-05	4.75E-10	0	0
1065.915	-10.3	195.5	183.39	2.56E-05	4.66E-10	0	0
1067.658	-10.3	195.5	183.04	2.51E-05	4.57E-10	0	0
1069.401	-10.3	195.5	182.6	2.45E-05	4.48E-10	0	0
1071.144	-10.3	195.5	182.3	2.40E-05	4.39E-10	0	0
1072.888	-10.3	195.5	181.83	2.35E-05	4.30E-10	0	0
1074.631	-10.3	195.5	181.34	2.30E-05	4.22E-10	0	0
1076.375	-10.3	195.5	180.76	2.25E-05	4.14E-10	0	0
1078.119	-10.3	195.5	180.52	2.20E-05	4.06E-10	0	0
1079.862	-10.3	195.5	180.3	2.15E-05	3.97E-10	0	0
1081.606	-10.3	195.5	180	2.11E-05	3.89E-10	0	0
1083.351	-10.3	195.5	179.61	2.06E-05	3.82E-10	0	0
1085.095	-10.3	195.5	179.27	2.01E-05	3.74E-10	0	0
1086.839	-10.3	195.5	178.71	1.97E-05	3.67E-10	0	0
1088.584	-10.3	195.5	178.47	1.93E-05	3.60E-10	0	0
1090.328	-10.3	195.5	178.17	1.89E-05	3.52E-10	0	0
1092.073	-10.3	195.5	177.97	1.84E-05	3.45E-10	0	0
1093.818	-10.3	195.5	177.62	1.80E-05	3.38E-10	0	0
1095.563	-10.3	195.5	177.33	1.76E-05	3.31E-10	0	0
1097.308	-10.3	195.5	176.99	1.73E-05	3.24E-10	0	0
1099.053	-10.3	195.5	176.46	1.69E-05	3.18E-10	0	0
1100.799	-10.3	195.5	176.15	1.65E-05	3.12E-10	0	0
1102.544	-10.3	195.5	175.76	1.61E-05	3.06E-10	0	0
1104.290	-10.3	195.5	175.46	1.58E-05	2.99E-10	0	0
1106.036	-10.3	195.5	174.99	1.54E-05	2.93E-10	0	0
1107.781	-10.3	195.5	174.58	1.51E-05	2.88E-10	0	0
1109.527	-10.3	195.5	174.59	1.48E-05	2.81E-10	0	0
1111.273	-10.3	195.5	174.52	1.44E-05	2.75E-10	0	0
1113.020	-10.3	195.5	174.28	1.41E-05	2.69E-10	0	0
1114.766	-10.3	195.5	173.9	1.38E-05	2.64E-10	0	0
1116.512	-10.3	195.5	173.49	1.35E-05	2.59E-10	0	0
1118.177	-10.3	195.5	173.5	1.32E-05	2.53E-10	0	0
1119.924	-10.3	195.5	173.07	1.29E-05	2.48E-10	0	0
1121.670	-10.3	195.5	172.77	1.26E-05	2.43E-10	0	0
1123.417	-10.3	195.5	172.43	1.24E-05	2.38E-10	0	0
1125.164	-10.3	195.5	172.34	1.21E-05	2.33E-10	0	0
1126.911	-10.3	195.5	172.22	1.18E-05	2.28E-10	0	0
1128.659	-10.3	195.5	172.12	1.16E-05	2.23E-10	0	0
1130.406	-10.3	195.5	172.02	1.13E-05	2.18E-10	0	0
1132.154	-10.3	195.5	171.85	1.11E-05	2.14E-10	0	0
1133.901	-10.3	195.5	171.77	1.08E-05	2.09E-10	0	0
1135.649	-10.3	195.5	171.15	1.06E-05	2.05E-10	0	0
1137.397	-10.3	195.5	171.11	1.03E-05	2.00E-10	0	0
1139.145	-10.3	195.5	170.99	1.01E-05	1.96E-10	0	0
1140.893	-10.3	195.5	170.96	9.88E-06	1.92E-10	0	0
1142.641	-10.3	195.5	170.5	9.67E-06	1.88E-10	0	0
1144.389	-10.3	195.5	170.07	9.45E-06	1.84E-10	0	0
1146.138	-10.3	195.5	169.97	9.24E-06	1.80E-10	0	0
1147.886	-10.3	195.5	169.92	9.04E-06	1.76E-10	0	0
1149.635	-10.3	195.5	169.81	8.84E-06	1.72E-10	0	0
1151.384	-10.3	195.5	170.18	8.64E-06	1.68E-10	0	0
1153.133	-10.3	195.5	169.88	8.45E-06	1.65E-10	0	0
1154.881	-10.3	195.5	169.65	8.26E-06	1.61E-10	0	0
1156.631	-10.3	195.5	169.45	8.08E-06	1.58E-10	0	0
1158.380	-10.3	195.5	169.2	7.90E-06	1.55E-10	0	0
1160.129	-10.3	195.5	168.9	7.72E-06	1.51E-10	0	0
1161.879	-10.3	195.5	168.75	7.55E-06	1.48E-10	0	0
1163.628	-10.3	195.5	169.13	7.38E-06	1.45E-10	0	0
1165.378	-10.3	195.5	169.25	7.22E-06	1.41E-10	0	0
1167.128	-10.3	195.5	169.49	7.06E-06	1.38E-10	0	0
1168.878	-10.3	195.5	169.42	6.91E-06	1.35E-10	0	0
1170.628	-10.3	195.5	169.66	6.75E-06	1.32E-10	0	0
1172.378	-10.3	195.5	169.54	6.61E-06	1.29E-10	0	0
1174.128	-10.3	195.5	169.18	6.46E-06	1.26E-10	0	0
1175.878	-10.3	195.5	169.26	6.32E-06	1.23E-10	0	0
1177.629	-10.3	195.5	169.35	6.18E-06	1.21E-10	0	0
1179.379	-10.3	195.5	169.77	6.05E-06	1.18E-10	0	0
1181.130	-10.3	195.5	170.24	5.91E-06	1.15E-10	0	0
1182.881	-10.3	195.5	170.25	5.78E-06	1.12E-10	0	0
1184.632	-10.3	195.5	170.81	5.66E-06	1.10E-10	0	0
1186.383	-10.3	195.5	170.43	5.54E-06	1.07E-10	0	0
1188.134	-10.3	195.5	170.95	5.42E-06	1.05E-10	0	0
1189.885	-10.3	195.5	170.84	5.30E-06	1.02E-10	0	0
1191.636	-10.3	195.5	170.42	5.19E-06	1.01E-10	0	0
1193.388	-10.3	195.5	170.53	5.07E-06	9.82E-11	0	0
1195.139	-10.3	195.5	170.71	4.96E-06	9.60E-11	0	0
1196.891	-10.3	195.5	170.63	4.86E-06	9.40E-11	0	0
1198.643	-10.3	195.5	170.39	4.75E-06	9.21E-11	0	0
1200.395	-10.3	195.5	170.79	4.65E-06	8.99E-11	0	0
1202.147	-10.3	195.5	170.39	4.55E-06	8.81E-11	0	0
1203.899	-10.3	195.5	170.93	4.45E-06	8.59E-11	0	0
1205.651	-10.3	195.5	170.93	4.36E-06	8.41E-11	0	0
1207.404	-10.3	195.5	171.31	4.26E-06	8.21E-11	0	0
1209.074	-10.3	195.5	172.22	4.18E-06	8.00E-11	0	0
1210.826	-10.3	195.5	172.29	4.09E-06	7.83E-11	0	0
1212.579	-10.3	195.5	172.12	4.00E-06	7.67E-11	0	0
1214.332	-10.3	195.5	172.35	3.92E-06	7.49E-11	0	0
1216.085	-10.3	195.5	171.69	3.84E-06	7.36E-11	0	0
1217.838	-10.3	195.5	171.65	3.75E-06	7.21E-11	0	0
1219.591	-10.3	195.5	171.44	3.68E-06	7.06E-11	0	0
1221.344	-10.3	195.5	171.16	3.60E-06	6.92E-11	0	0
1223.097	-10.3	195.5	171.74	3.52E-06	6.75E-11	0	0
1224.851	-10.3	195.5	172.15	3.45E-06	6.59E-11	0	0
1226.604	-10.3	195.5	172.51	3.37E-06	6.44E-11	0	0
1228.358	-10.3	195.5	172.57	3.30E-06	6.30E-11	0	0
1230.112	-10.3	195.5	171.63	3.23E-06	6.20E-11	0	0
1231.865	-10.3	195.5	170.81	3.17E-06	6.10E-11	0	0
1233.619	-10.3	195.5	171.25	3.10E-06	5.95E-11	0	0
1235.373	-10.3	195.5	171.38	3.04E-06	5.82E-11	0	0
1237.128	-10.3	195.5	172	2.97E-06	5.68E-11	0	0
1238.882	-10.3	195.5	171.24	2.91E-06	5.59E-11	0	0
1240.636	-10.3	195.5	170.88	2.85E-06	5.48E-11	0	0
1242.391	-10.3	195.5	170.71	2.79E-06	5.37E-11	0	0
1244.145	-10.3	195.5	170.66	2.73E-06	5.26E-11	0	0
1245.900	-10.3	195.5	170.32	2.67E-06	5.16E-11	0	0
1247.655	-10.3	195.5	170.42	2.62E-06	5.04E-11	0	0
1249.410	-10.3	195.5	169.29	2.56E-06	4.97E-11	0	0
1251.165	-10.3	195.5	169.22	2.51E-06	4.87E-11	0	0
1252.920	-10.3	195.5	168.56	2.46E-06	4.78E-11	0	0
1254.675	-10.3	195.5	167.55	2.40E-06	4.71E-11	0	0
1256.430	-10.3	195.5	166.57	2.35E-06	4.63E-11	0	0
1258.186	-10.3	195.5	166.6	2.30E-06	4.53E-11	0	0
1259.941	-10.3	195.5	165.5	2.25E-06	4.47E-11	0	0
1261.697	-10.3	195.5	165.38	2.21E-06	4.37E-11	0	0
1263.452	-10.3	195.5	165.29	2.16E-06	4.28E-11	0	0
1265.208	-10.3	195.5	165.91	2.11E-06	4.17E-11	0	0
1266.964	-10.3	195.5	166.01	2.07E-06	4.08E-11	0	0
1268.720	-10.3	195.5	165.19	2.02E-06	4.01E-11	0	0
1270.476	-10.3	195.5	166.27	1.98E-06	3.90E-11	0	0
1272.233	-10.3	195.5	165.59	1.94E-06	3.83E-11	0	0
1273.989	-10.3	195.5	165.64	1.90E-06	3.75E-11	0	0
1275.745	-10.3	195.5	165.31	1.86E-06	3.68E-11	0	0
1277.502	-10.3	195.5	164.86	1.82E-06	3.61E-11	0	0
1279.259	-10.3	195.5	164.41	1.78E-06	3.54E-11	0	0
